Year,Force,HOMICIDE,Harassment,Kidnapping,TOTAL ROBBERY,Domestic burglary,Shoplifting,TOTAL THEFT OFFENCES,Arson,Criminal damage,TOTAL DRUG OFFENCES,TOTAL POSSESSION OF           WEAPONS OFFENCES,TOTAL  - ALL OFFENCES
2008,Hertfordshire,6,473,20,759,4969,6807,39568,388,14527,4388,494,74131
2008,Humberside,12,437,18,773,5891,7427,44944,968,18141,2758,546,88537
2008,Kent,8,880,44,1015,5574,10863,58669,847,26696,3963,728,118942
2008,Lancashire,18,833,39,865,5114,8958,54749,981,28552,4521,883,116257
2008,Leicestershire,7,2096,79,1210,5526,5468,41705,567,16163,3334,481,84706
2008,Lincolnshire,7,123,13,198,2426,3718,24042,542,11663,1735,368,48882
2008,City of London City of,0,84,0,43,51,947,4527,1,273,765,39,6822
2008,Merseyside,28,595,48,1686,7858,8822,52605,900,24797,15102,1095,116989
2008,Metropolitan Police,155,17425,515,32555,59173,40105,420848,2616,91600,76539,7677,825037
2008,Norfolk,14,169,16,286,1598,3913,23118,492,12110,2193,380,48444
2008,North Wales,5,411,13,151,1469,3663,18126,327,11438,2652,374,45593
2008,North Yorkshire,6,157,10,247,2474,3880,25317,305,10431,1997,317,47940
2008,Northamptonshire,7,349,19,898,3939,4090,31475,633,13003,1532,449,58887
2008,Northumbria,14,559,19,732,4922,9363,48172,1152,25797,5166,1352,104017
2008,Nottinghamshire,12,756,53,2279,9457,7347,60561,954,23159,3781,848,114169
2008,South Wales,11,1076,28,809,5967,8133,57945,1065,25495,6084,807,115904
2008,South Yorkshire,23,1031,15,1184,8693,9024,69130,1516,28779,4851,876,128947
2008,Staffordshire,11,928,31,791,4255,5750,38867,769,18041,2862,441,83951
2008,Suffolk,1,350,22,271,1650,3226,20865,404,10872,2109,389,45811
2008,Surrey,7,581,22,415,3321,4583,31437,432,14147,2446,412,64130
2008,Sussex,11,1084,40,1034,4132,9164,52859,878,22659,4308,838,105815
2008,Thames Valley,13,4023,79,2365,11416,14268,101657,1459,32279,8089,1200,192276
2008,Warwickshire,5,148,12,334,2216,2141,20058,283,7706,1314,230,36952
2008,West Mercia,12,742,37,562,3866,6458,38315,612,16359,2649,578,76337
2008,West Midlands,51,3097,188,7820,16811,14521,109311,1613,40009,9630,2148,224854
2008,West Yorkshire,36,1035,104,2936,20900,12440,117613,2186,44306,6571,1025,215055
2008,Wiltshire,6,143,9,339,1444,3223,19979,264,9892,1099,235,40481
2009,Avon and Somerset,16,1032,56,1777,7662,11035,63181,1036,21791,5484,575,123742
2009,Bedfordshire,6,343,27,714,3429,3339,22360,323,7689,1381,360,41426
2009,British Transport Police,2,72,1,681,3,1724,28630,129,7449,5908,617,59548
2009,Cambridgeshire,5,449,26,702,3823,4719,31997,530,10930,2355,265,58995
2009,Cheshire,7,489,13,429,4136,5831,33470,516,13118,3026,341,66283
2009,Cleveland,6,166,14,286,2460,4732,21329,495,10625,2972,365,46898
2009,Cumbria,0,258,8,47,772,2428,10950,215,7160,1684,232,27808
2009,Derbyshire,2,820,20,840,3772,4574,32617,635,13897,2297,361,66960
2009,Devon and Cornwall,16,837,33,427,3620,6692,39437,783,21075,4993,605,91043
2009,Dorset,5,620,15,218,1842,3512,23793,397,9518,1718,248,47371
2009,Durham,10,221,11,160,2267,2866,19283,465,10322,1502,309,39935
2009,Dyfed-Powys,2,58,9,36,593,1552,8125,149,4779,2648,151,21896
2009,Essex,10,1138,33,1096,6849,9190,52860,776,19727,4056,1010,103221
2009,Gloucestershire,5,224,18,207,2453,3041,19530,243,7199,1775,226,37780
2009,Greater Manchester,35,1293,156,5966,20095,15431,126840,2170,46251,10853,1671,242449
2009,Gwent,18,264,18,249,3079,3424,25667,594,10753,2163,259,50280
2009,Hampshire,19,1373,71,1080,5532,13477,66054,956,27390,6226,793,140451
2009,Hertfordshire,6,494,25,645,4347,6648,36040,359,12401,4902,430,68505
2009,Humberside,13,411,21,613,4556,6598,39167,899,16861,2417,527,79651
2009,Kent,18,978,46,850,5275,10037,52286,784,21812,4176,561,104598
2009,Lancashire,27,970,26,690,4436,8325,49038,872,24160,5234,743,105920
2009,Leicestershire,13,1534,49,1037,5497,5686,39362,564,14195,3522,445,79866
2009,Lincolnshire,6,182,14,212,2162,3881,23239,570,10469,1593,358,46337
2009,City of London City of,2,62,0,43,29,800,3995,4,256,833,50,6191
2009,Merseyside,21,417,42,1627,7922,8385,46630,905,22459,14744,907,106879
2009,Metropolitan Police,117,18707,487,33477,60902,41823,417552,2735,84457,67500,6024,807321
2009,Norfolk,7,267,15,305,1710,3753,21146,410,9985,1830,307,44204
2009,North Wales,7,608,14,121,1414,3857,17845,344,9785,2520,292,44453
2009,North Yorkshire,6,318,14,202,1976,3631,21539,355,8335,1822,224,41542
2009,Northamptonshire,5,552,20,774,3407,4079,27754,517,11199,1730,337,53919
2009,Northumbria,15,568,19,572,3870,9150,40289,1088,21317,4714,1047,88448
2009,Nottinghamshire,15,1058,48,1930,7868,6647,49607,921,18932,4060,578,97300
2009,South Wales,15,875,17,605,5006,7744,50225,953,21576,6186,654,102212
2009,South Yorkshire,12,1025,15,1015,7279,8343,60206,1248,23488,5350,754,111772
2009,Staffordshire,13,1273,18,703,3749,5222,32560,647,15751,2637,327,74839
2009,Suffolk,11,661,21,247,1889,3505,21014,467,9892,1822,293,45682
2009,Surrey,8,782,26,420,3405,4414,30960,396,12558,2490,324,63187
2009,Sussex,13,1230,39,936,3794,8316,48913,850,20048,4578,698,99083
2009,Thames Valley,15,4554,83,2185,10471,13908,96979,1742,28135,7296,1016,182080
2009,Warwickshire,11,272,14,280,2261,1952,18373,257,6182,1645,181,33338
2009,West Mercia,16,853,29,465,3291,5838,35777,536,13947,2640,514,70025
2009,West Midlands,26,3497,130,7241,16595,13703,99627,1547,35560,9291,1652,208606
2009,West Yorkshire,34,953,88,2740,21386,10996,107500,1904,36547,7772,909,194926
2009,Wiltshire,4,201,11,255,1722,3015,18874,294,8085,1239,218,38066
2010,Avon and Somerset,19,914,45,1309,6568,11299,59574,905,19612,6254,557,117094
2010,Bedfordshire,5,426,17,833,3923,3417,22654,333,7377,1608,357,42879
2010,British Transport Police,2,73,6,678,2,1719,30107,115,6418,4245,492,57825
2010,Cambridgeshire,8,506,20,617,3317,4622,30372,421,8680,2378,272,55352
2010,Cheshire,11,450,14,361,3371,5768,32615,516,11134,3323,296,63033
2010,Cleveland,4,171,19,295,2384,4917,20312,333,8810,2567,363,42739
2010,Cumbria,16,274,7,67,660,2335,10352,185,6681,1810,206,26536
2010,Derbyshire,12,928,19,798,3693,4663,31372,557,12120,2639,387,64931
2010,Devon and Cornwall,14,757,24,413,3530,6405,36353,685,18089,5270,554,85229
2010,Dorset,7,368,21,261,2014,3717,23781,349,8756,1645,255,45585
2010,Durham,12,253,9,136,1784,2555,17513,299,8443,1496,318,36177
2010,Dyfed-Powys,1,122,9,40,601,1475,7906,114,4288,2868,163,21376
2010,Essex,13,1029,33,1154,6574,9268,53203,702,17638,4621,932,101742
2010,Gloucestershire,2,185,15,310,2644,2889,19866,214,6163,1493,199,35577
2010,Greater Manchester,33,1737,137,4876,18432,15146,119408,1961,37650,11932,1554,224223
2010,Gwent,4,289,21,219,2878,3159,23820,513,8645,2301,263,45109
2010,Hampshire,9,1247,52,1062,5182,12597,63545,774,23472,5877,706,131377
2010,Hertfordshire,9,564,15,630,4085,6392,35087,264,11097,5064,369,64885
2010,Humberside,7,468,31,563,4692,6776,39135,762,14281,2545,454,75290
2010,Kent,12,903,42,863,5052,10284,53956,676,20564,4078,478,103417
2010,Lancashire,20,1213,36,707,4367,7936,49098,784,19846,4913,712,101074
2010,Leicestershire,12,922,35,785,4393,5521,35219,500,12163,3184,438,70064
2010,Lincolnshire,9,221,16,223,2444,3426,23379,482,8816,1574,338,44470
2010,City of London City of,0,45,0,43,38,802,3902,1,195,691,34,5948
2010,Merseyside,23,626,36,1387,7117,8366,45196,752,18666,14759,808,99230
2010,Metropolitan Police,132,17111,447,35857,60803,41380,429639,2780,76535,64043,5440,801116
2010,Norfolk,9,337,11,244,1842,3766,20090,437,9227,2099,286,42784
2010,North Wales,10,555,15,158,1509,3791,17516,323,8866,2206,245,41534
2010,North Yorkshire,7,386,12,222,1998,4018,22086,303,7493,2051,234,41723
2010,Northamptonshire,6,561,25,650,2714,3875,23793,435,9266,1968,299,47911
2010,Northumbria,10,559,21,541,3650,9147,39218,902,17207,5002,912,81331
2010,Nottinghamshire,7,716,36,1455,5798,6076,43230,735,14769,4637,598,83384
2010,South Wales,7,850,21,523,4447,7718,46685,784,17919,6122,555,92972
2010,South Yorkshire,26,1075,11,871,7249,8151,57706,1037,19419,5036,677,101830
2010,Staffordshire,10,1527,16,560,3307,5179,31006,653,13378,3098,319,69686
2010,Suffolk,9,688,23,304,2006,4049,21832,503,9297,1505,268,45532
2010,Surrey,10,857,27,410,3649,4347,31549,354,11696,2992,299,63734
2010,Sussex,16,1451,28,898,3362,7937,47290,818,17763,4864,671,94951
2010,Thames Valley,21,4089,57,2082,9597,14169,92510,1340,24327,7227,920,169058
2010,Warwickshire,6,230,10,298,2014,2090,17909,253,5738,1368,177,32244
2010,West Mercia,15,1161,26,512,3204,5662,37052,600,12599,2647,456,70848
2010,West Midlands,43,3170,168,9043,19140,14456,111573,1651,33240,8602,1503,212369
2010,West Yorkshire,28,949,77,2623,20495,11294,108848,1755,30749,7242,781,187427
2010,Wiltshire,3,210,7,308,1636,3337,20189,256,6876,1078,182,36879
2011,Avon and Somerset,12,1106,30,1210,5292,11409,57703,938,17726,7043,541,113221
2011,Bedfordshire,10,405,13,851,3149,3608,21326,312,6513,1740,333,40039
2011,British Transport Police,2,47,4,607,1,1741,28224,121,5284,3593,382,52433
2011,Cambridgeshire,6,617,12,417,2772,4319,28217,424,7750,2994,271,50629
2011,Cheshire,5,331,13,363,3148,5955,30903,504,10500,3372,292,59203
2011,Cleveland,5,217,11,273,2439,5064,21572,418,8864,2250,329,43176
2011,Cumbria,1,319,9,54,666,2569,10170,196,6058,1819,177,25689
2011,Derbyshire,12,769,20,543,3262,4925,30672,517,10976,2768,368,60540
2011,Devon and Cornwall,13,955,29,499,4222,7320,39842,812,17155,4996,507,90009
2011,Dorset,5,310,17,237,1899,3788,24816,307,7624,1638,209,44355
2011,Durham,11,301,6,103,1654,2984,18089,297,7478,1434,277,34952
2011,Dyfed-Powys,4,128,3,37,562,1551,7372,160,3951,3335,122,20629
2011,Essex,14,1417,36,1159,7023,9517,56027,629,15910,4207,989,103186
2011,Gloucestershire,2,147,15,252,3017,3017,19622,244,5591,1526,149,34121
2011,Greater Manchester,33,2394,143,4199,15735,14939,106254,1737,33593,11414,1408,204379
2011,Gwent,5,313,13,126,2011,3389,19566,389,7141,2793,244,38535
2011,Hampshire,4,1241,39,950,4994,12808,62263,741,21344,6498,585,126657
2011,Hertfordshire,8,664,14,563,3313,5942,32108,333,9726,5034,322,60744
2011,Humberside,3,568,21,507,4336,6852,37739,658,12528,2720,431,71004
2011,Kent,11,690,36,953,5139,9941,52641,738,18844,3809,402,99690
2011,Lancashire,19,1575,32,679,4279,8567,48742,611,18338,4732,568,97696
2011,Leicestershire,9,923,17,935,4231,5535,35720,484,11186,2601,332,67234
2011,Lincolnshire,8,284,12,191,2178,3954,24225,512,7611,1543,282,43648
2011,City of London City of,1,36,4,46,32,742,3994,3,228,706,35,5936
2011,Merseyside,24,678,33,1398,7441,8036,45805,725,17368,12804,771,95578
2011,Metropolitan Police,103,15541,442,38897,63791,38800,440213,2765,69213,60799,4696,791231
2011,Norfolk,7,341,13,217,1461,3761,19262,395,8392,2163,278,41760
2011,North Wales,6,648,18,159,1888,4045,19640,325,8263,1751,272,42564
2011,North Yorkshire,1,305,7,164,1897,3626,20446,243,6500,2165,229,38075
2011,Northamptonshire,7,529,31,711,2509,3852,24689,411,8620,1851,266,48537
2011,Northumbria,15,571,17,537,3553,9227,37324,750,14285,5385,852,74349
2011,Nottinghamshire,16,695,21,1136,4401,6819,40806,649,12854,3659,498,76727
2011,South Wales,6,959,12,486,4362,7717,45368,640,15074,5776,439,86422
2011,South Yorkshire,18,722,16,861,7654,9122,59465,1019,18235,4785,585,99902
2011,Staffordshire,7,1370,18,458,3102,5061,30036,555,12136,3659,329,64514
2011,Suffolk,9,652,21,332,1967,4071,21741,447,8230,1709,245,44685
2011,Surrey,5,842,27,375,3404,4461,31350,299,10633,3703,352,60569
2011,Sussex,7,1022,25,749,3370,8635,50344,876,15981,4970,601,94294
2011,Thames Valley,16,2031,40,1724,8815,13277,84096,1021,20776,7297,796,147070
2011,Warwickshire,4,293,14,323,2270,2121,20093,212,5174,1091,124,33229
2011,West Mercia,8,1196,27,470,3027,5688,35305,584,11544,3014,425,68029
2011,West Midlands,41,2636,112,7260,15898,13737,101906,1497,28988,9218,1453,190818
2011,West Yorkshire,47,1161,69,2431,17806,12541,109689,1482,27976,7507,777,182089
2011,Wiltshire,3,192,4,246,1342,3293,19394,239,6628,1228,145,35434
2012,Avon and Somerset,15,903,24,898,5056,10522,49835,765,15248,6577,478,97857
2012,Bedfordshire,5,370,18,680,2933,3193,18526,209,5760,1581,264,35142
2012,British Transport Police,2,54,3,523,2,1847,28447,71,4725,3402,363,51677
2012,Cambridgeshire,7,565,15,396,2744,4357,26492,271,6381,2821,217,45592
2012,Cheshire,5,413,16,321,2838,6249,29064,335,9491,2846,270,56604
2012,Cleveland,4,233,11,281,2137,5001,19790,276,7623,2105,269,39241
2012,Cumbria,4,298,3,51,641,2350,9756,176,5099,1533,171,22955
2012,Derbyshire,11,758,11,529,2855,4930,26204,310,8445,2665,284,50831
2012,Devon and Cornwall,13,1030,18,419,3362,7145,35541,583,14859,4637,399,84007
2012,Dorset,5,269,9,203,1899,3523,22576,202,6988,1546,173,39758
2012,Durham,6,332,5,109,1417,2740,15126,271,6540,1240,221,29843
2012,Dyfed-Powys,5,120,3,32,467,1566,6474,99,3234,3496,151,18714
2012,Essex,20,1478,34,1198,7883,8897,54779,466,13937,3944,815,98634
2012,Gloucestershire,1,139,20,217,2196,3134,16769,162,4732,1601,133,29589
2012,Greater Manchester,42,2331,106,3973,15295,13843,96079,1274,27961,9335,1104,180396
2012,Gwent,5,546,10,166,1874,3276,16800,333,5968,2388,187,33917
2012,Hampshire,11,1084,35,738,3843,10967,51377,460,17898,6644,518,107051
2012,Hertfordshire,9,640,9,475,3023,5267,26842,179,8083,4717,294,52137
2012,Humberside,4,560,28,471,3831,6470,32989,487,10388,2475,276,62845
2012,Kent,11,816,51,893,6276,10084,51716,497,17115,3857,412,98385
2012,Lancashire,16,1554,14,628,4207,8226,46637,540,16103,4126,533,92357
2012,Leicestershire,10,753,32,727,3935,5309,31005,278,9312,2458,300,58342
2012,Lincolnshire,5,358,7,185,2078,4480,20719,289,5780,1545,247,37144
2012,City of London City of,1,32,0,49,27,569,3752,3,223,498,26,5491
2012,Merseyside,17,613,31,1171,6489,8801,44121,634,15964,10647,634,89836
2012,Metropolitan Police,106,21701,381,34764,60675,36598,425602,1802,57072,51326,3706,743833
2012,Norfolk,7,348,8,175,1373,3807,17344,297,6748,2351,205,37806
2012,North Wales,10,774,13,145,1570,3616,16648,343,7150,1679,197,37655
2012,North Yorkshire,6,357,4,121,1641,3673,18148,156,5758,1884,177,34500
2012,Northamptonshire,5,400,35,622,3182,4538,25069,273,7836,1701,235,46305
2012,Northumbria,12,660,9,476,3086,8445,33519,636,13194,4847,615,66922
2012,Nottinghamshire,15,617,18,944,4081,6680,35243,404,10200,3774,457,67543
2012,South Wales,12,1164,12,401,4161,7745,44111,469,13701,5353,451,83885
2012,South Yorkshire,15,755,19,889,8230,9611,55790,812,16006,4470,514,92628
2012,Staffordshire,4,1174,25,466,2764,5079,26587,383,10186,3481,313,58096
2012,Suffolk,4,548,10,248,1859,3639,19336,271,6659,1826,248,39307
2012,Surrey,4,928,18,247,3399,4058,26670,182,8901,3789,278,51789
2012,Sussex,14,944,19,673,3920,8463,48574,598,13580,4798,531,89390
2012,Thames Valley,20,1771,50,1294,7069,13444,76071,698,17627,6871,713,131764
2012,Warwickshire,2,334,11,272,1893,2179,17295,153,4413,1279,109,29146
2012,West Mercia,17,1434,21,406,2902,5679,30339,361,9285,3113,352,59535
2012,West Midlands,45,2890,145,5461,13571,13749,89324,974,23609,8315,1207,168770
2012,West Yorkshire,17,1299,68,2060,13249,13719,96291,1125,24639,7029,744,162438
2012,Wiltshire,9,185,9,158,1343,3155,17567,198,5986,1433,119,33511
2013,Avon and Somerset,11,1064,37,731,4080,11459,48727,632,14034,6344,516,96867
2013,Bedfordshire,12,685,20,636,2796,3297,19206,223,5219,1460,232,36262
2013,British Transport Police,1,67,3,416,0,1890,25114,63,4542,3925,362,49130
2013,Cambridgeshire,5,427,20,380,2411,4218,25028,301,5822,2675,210,43970
2013,Cheshire,7,472,16,312,2831,6701,28728,312,8922,2721,263,55501
2013,Cleveland,7,212,8,268,1900,5363,20229,316,7559,1956,243,38973
2013,Cumbria,4,419,8,67,701,2661,9844,144,5086,1530,147,23998
2013,Derbyshire,8,710,22,629,2906,5779,28095,330,8490,2824,301,52538
2013,Devon and Cornwall,16,1360,31,362,3139,8078,35378,599,13879,4519,466,85207
2013,Dorset,7,428,6,204,1715,3982,21123,155,6303,1487,157,37212
2013,Durham,3,343,4,101,1357,3153,16245,287,6652,1400,241,32806
2013,Dyfed-Powys,3,159,5,31,449,1535,6267,89,3169,3233,142,18618
2013,Essex,12,1858,45,1062,7488,9688,53261,454,13624,3944,865,99346
2013,Gloucestershire,6,170,16,195,2445,3146,17200,185,4632,1345,134,29480
2013,Greater Manchester,30,2741,118,3899,15816,14893,99522,1210,26560,7993,1103,181827
2013,Gwent,5,814,15,171,1783,3164,16916,317,6206,2082,158,35397
2013,Hampshire,15,1133,41,633,3874,11382,49772,390,16018,6453,558,102828
2013,Hertfordshire,9,689,16,436,2867,5509,27009,173,7111,4660,282,51358
2013,Humberside,5,658,37,559,4040,7595,34892,538,10318,2468,347,65908
2013,Kent,14,2049,82,1061,6182,10757,53004,512,17510,4017,481,108870
2013,Lancashire,11,1596,31,718,4595,8787,48320,563,16291,3621,499,95372
2013,Leicestershire,11,1197,19,703,4199,6089,33497,259,8897,2066,347,60834
2013,Lincolnshire,10,431,10,170,1816,4615,20270,267,5240,1646,253,35974
2013,City of London City of,0,43,0,47,24,630,3652,4,241,440,22,5441
2013,Merseyside,14,699,54,1203,6413,10396,45875,697,16033,10102,677,93348
2013,Metropolitan Police,110,20997,443,28253,54620,37050,385970,1661,53848,50017,3971,698729
2013,Norfolk,2,454,22,182,1305,3686,16425,287,6396,2642,220,38060
2013,North Wales,3,877,11,130,1656,3954,16352,291,6627,1789,177,36540
2013,North Yorkshire,5,450,15,117,1567,3980,18203,187,5428,1813,183,34449
2013,Northamptonshire,8,400,30,605,2706,4386,21646,267,6727,1829,253,40898
2013,Northumbria,16,887,14,456,3163,9180,35282,632,13099,4612,690,70078
2013,Nottinghamshire,13,812,25,1075,4482,7548,35921,390,9749,3689,560,68514
2013,South Wales,5,1878,17,364,3608,8255,41252,466,13099,4662,400,82133
2013,South Yorkshire,23,922,32,1054,7264,10125,53716,800,14862,4026,574,91682
2013,Staffordshire,6,1529,43,523,2646,5446,25490,377,9800,3239,394,59384
2013,Suffolk,8,565,23,205,1406,3420,17202,282,6197,1943,246,36441
2013,Surrey,9,872,20,251,3151,4067,24071,164,8053,3404,261,48486
2013,Sussex,6,1049,27,618,3272,8220,44325,462,12713,4147,557,83392
2013,Thames Valley,17,1731,57,1072,5666,14221,72923,651,16753,6524,709,127431
2013,Warwickshire,4,399,10,247,1795,2559,16836,149,4106,1267,135,28377
2013,West Mercia,13,1388,24,347,2552,6375,30663,326,8663,2926,312,58014
2013,West Midlands,33,3670,160,5373,12726,15895,90917,982,24215,7113,1184,174524
2013,West Yorkshire,25,1657,77,1834,11461,14667,94470,1039,23139,6006,665,159513
2013,Wiltshire,1,250,14,128,1115,3277,16330,149,5600,1656,124,32829
2014,Avon and Somerset,10,1188,54,922,4377,11707,48881,649,13594,4140,386,97989
2014,Bedfordshire,4,1335,37,550,2989,3332,19470,214,5242,1262,305,39105
2014,British Transport Police,1,82,8,347,1,2040,22188,58,4574,2267,371,44949
2014,Cambridgeshire,7,542,23,465,2296,3968,24509,330,5864,2218,239,46321
2014,Cheshire,3,699,17,238,2416,6174,25294,293,8130,2788,288,53229
2014,Cleveland,7,553,18,300,2400,5626,20411,372,7937,1711,247,42041
2014,Cumbria,7,706,15,65,715,2344,8905,146,4807,1390,159,24842
2014,Derbyshire,4,913,19,515,2713,6176,26748,312,7868,2674,353,51701
2014,Devon and Cornwall,12,1704,31,381,2796,7591,31490,574,13055,4080,518,80415
2014,Dorset,5,744,8,167,1435,3715,18440,164,5591,1632,184,36082
2014,Durham,2,390,16,103,1317,3618,15248,294,6420,1429,246,32924
2014,Dyfed-Powys,3,230,7,31,519,1331,6314,99,3424,2768,135,19410
2014,Essex,11,2405,63,959,6742,9240,49890,451,13281,3705,894,99740
2014,Gloucestershire,10,223,16,281,2117,3321,16454,153,4526,978,119,29247
2014,Greater Manchester,35,4336,185,3534,15619,15777,101017,1324,28548,6424,1264,200432
2014,Gwent,6,940,16,150,1625,3249,16586,337,6377,1762,153,36490
2014,Hampshire,17,1904,70,689,3659,10844,47126,518,16365,5346,646,111836
2014,Hertfordshire,9,1050,34,439,2938,5750,27488,226,8023,3646,310,56598
2014,Humberside,10,717,49,588,3814,7696,34308,426,10007,1981,305,66363
2014,Kent,12,2426,111,964,5301,11586,52511,592,17311,2978,437,110287
2014,Lancashire,16,1744,29,606,5128,8050,45881,610,15263,3258,435,92646
2014,Leicestershire,6,1190,32,710,4050,5778,32495,272,8433,1844,326,59220
2014,Lincolnshire,10,524,22,190,1844,4244,18899,241,5072,1630,272,35274
2014,City of London City of,1,65,1,38,26,582,3497,6,201,414,28,5318
2014,Merseyside,26,1459,62,1079,6193,9935,44840,659,15565,8423,675,97244
2014,Metropolitan Police,101,27356,516,21907,47336,41253,355586,2038,57010,42575,4248,707364
2014,Norfolk,7,809,18,189,1321,3888,16830,338,6870,2445,256,44175
2014,North Wales,6,855,4,129,1498,4065,15294,294,6411,1685,218,36427
2014,North Yorkshire,9,711,7,146,1371,3971,16831,158,4939,2085,230,34617
2014,Northamptonshire,8,542,41,612,2308,4565,21357,330,6882,1843,311,45930
2014,Northumbria,19,1078,19,495,2967,9487,34216,742,13724,3767,627,72881
2014,Nottinghamshire,9,1038,31,1010,4072,7857,35342,408,9930,3515,579,72447
2014,South Wales,9,3971,21,374,3678,8814,41928,517,12752,4311,414,89388
2014,South Yorkshire,14,1446,36,1072,7098,10345,51096,683,14750,3393,674,93466
2014,Staffordshire,14,1926,46,554,2568,5856,26041,393,9059,2545,420,60861
2014,Suffolk,5,599,23,172,1453,3729,16890,314,6363,1892,258,38000
2014,Surrey,10,890,40,228,2592,3816,23064,209,7520,3104,291,50339
2014,Sussex,9,1707,41,602,3392,8173,40579,475,12826,4100,660,89689
2014,Thames Valley,8,1771,68,880,4451,14036,65454,715,16206,6028,765,121198
2014,Warwickshire,6,416,25,232,1301,2611,15131,138,3982,1111,147,27294
2014,West Mercia,13,1606,31,403,2710,6453,29058,345,8487,2585,365,60763
2014,West Midlands,25,4358,176,4888,11425,17142,90410,896,23579,5836,1214,176280
2014,West Yorkshire,24,2317,92,1866,11296,13569,86812,1140,22166,4996,769,157872
2014,Wiltshire,4,270,20,166,1154,3160,14627,145,5310,1400,163,31944
